Name:;;;P3-2 6
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 16:32  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00591;0.591;0.00334;0.193;Dy_auto
2;0.0147;0.0163;1.11;0.0049;0.533;Dy_auto
3;0.0215;0.0302;1.4;0.00719;0.988;Dy_auto
4;0.0316;0.0565;1.79;0.0106;1.85;Dy_auto
5;0.0464;0.099;2.13;0.0155;3.25;Dy_auto
6;0.0681;0.127;1.86;0.0227;4.16;Dy_auto
7;0.1;0.138;1.38;0.0334;4.51;Dy_auto
8;0.147;0.148;1.01;0.049;4.83;Dy_auto
9;0.215;0.167;0.777;0.0719;5.49;Dy_auto
10;0.316;0.199;0.629;0.106;6.52;Dy_auto
11;0.464;0.244;0.526;0.155;8;Dy_auto
12;0.681;0.295;0.433;0.227;9.66;Dy_auto
13;1;0.353;0.353;0.334;11.6;Dy_auto
14;1.47;0.428;0.291;0.49;14;Dy_auto
15;2.15;0.514;0.238;0.719;16.8;Dy_auto
16;3.16;0.617;0.195;1.06;20.2;Dy_auto
17;4.64;0.739;0.159;1.55;24.2;Dy_auto
18;6.81;0.882;0.129;2.27;28.9;Dy_auto
19;10;1.05;0.105;3.34;34.5;Dy_auto
20;14.7;1.26;0.0857;4.9;41.2;Dy_auto
21;21.5;1.5;0.0696;7.19;49.1;Dy_auto
22;31.6;1.8;0.057;10.6;59.1;Dy_auto
23;46.4;2.16;0.0466;15.5;70.9;Dy_auto
24;68.1;2.61;0.0383;22.7;85.5;Dy_auto
25;100;3.16;0.0316;33.4;104;Dy_auto
26;147;3.85;0.0262;49;126;Dy_auto
27;215;4.71;0.0219;71.9;154;Dy_auto
28;316;5.79;0.0183;106;190;Dy_auto
29;464;7.18;0.0155;155;235;Dy_auto
30;681;8.93;0.0131;227;293;Dy_auto
31;1000;11.2;0.0112;334;367;Dy_auto

