Name:;;;20230526_P40_1 4,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 22:08  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;31,
,
Time Setting:;;;31 Meas. Pts.,
;;;Meas. Pt. Duration 70 ... 5 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;0.01;-0.000266;-0.0266;0.00334;-0.00872;M- ,Dy_
2;0.0147;-0.000357;-0.0244;0.0049;-0.0117;Dy_auto,
3;0.0215;0.000318;0.0148;0.00719;0.0104;Dy_auto,
4;0.0316;0.000799;0.0253;0.0106;0.0262;Dy_auto,
5;0.0464;0.000521;0.0112;0.0155;0.0171;Dy_auto,
6;0.0681;0.000872;0.0128;0.0227;0.0286;Dy_auto,
7;0.1;0.00112;0.0112;0.0334;0.0368;Dy_auto,
8;0.147;0.00163;0.0111;0.049;0.0535;Dy_auto,
9;0.215;0.00213;0.00989;0.0719;0.0698;Dy_auto,
10;0.316;0.00369;0.0117;0.106;0.121;Dy_auto,
11;0.464;0.00647;0.0139;0.155;0.212;Dy_auto,
12;0.681;0.00926;0.0136;0.227;0.303;Dy_auto,
13;1;0.014;0.014;0.334;0.46;Dy_auto,
14;1.47;0.0204;0.0139;0.49;0.669;Dy_auto,
15;2.15;0.029;0.0135;0.719;0.95;Dy_auto,
16;3.16;0.0414;0.0131;1.06;1.36;Dy_auto,
17;4.64;0.061;0.0131;1.55;2;Dy_auto,
18;6.81;0.0867;0.0127;2.27;2.84;Dy_auto,
19;10;0.124;0.0124;3.34;4.08;Dy_auto,
20;14.7;0.176;0.012;4.9;5.77;Dy_auto,
21;21.5;0.246;0.0114;7.19;8.07;Dy_auto,
22;31.6;0.342;0.0108;10.6;11.2;Dy_auto,
23;46.4;0.473;0.0102;15.5;15.5;Dy_auto,
24;68.1;0.646;0.00949;22.7;21.2;Dy_auto,
25;100;0.88;0.0088;33.4;28.8;Dy_auto,
26;147;1.19;0.00814;49;39.2;Dy_auto,
27;215;1.62;0.00751;71.9;53;Dy_auto,
28;316;2.18;0.0069;106;71.4;Dy_auto,
29;464;2.94;0.00634;155;96.4;Dy_auto,
30;681;3.98;0.00585;227;131;Dy_auto,
31;1000;5.48;0.00548;334;180;Dy_auto,
,
