Name:;;;20230526_P40_1 7,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 22:49  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;31,
,
Time Setting:;;;31 Meas. Pts.,
;;;Meas. Pt. Duration 5 ... 70 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 1000 ... 0.01 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;1000;5.48;0.00548;334;179;Dy_auto,
2;681;4;0.00588;227;131;Dy_auto,
3;464;2.95;0.00636;155;96.7;Dy_auto,
4;316;2.19;0.00692;105;71.6;Dy_auto,
5;215;1.62;0.00753;71.9;53.1;Dy_auto,
6;147;1.2;0.00819;49;39.4;Dy_auto,
7;100;0.886;0.00886;33.4;29;Dy_auto,
8;68.1;0.652;0.00957;22.7;21.4;Dy_auto,
9;46.4;0.476;0.0103;15.5;15.6;Dy_auto,
10;31.6;0.346;0.011;10.6;11.3;Dy_auto,
11;21.5;0.25;0.0116;7.19;8.18;Dy_auto,
12;14.7;0.178;0.0122;4.9;5.85;Dy_auto,
13;10;0.127;0.0127;3.34;4.15;Dy_auto,
14;6.81;0.0882;0.013;2.27;2.89;Dy_auto,
15;4.64;0.062;0.0134;1.55;2.03;Dy_auto,
16;3.16;0.0419;0.0133;1.06;1.37;Dy_auto,
17;2.15;0.0295;0.0137;0.719;0.966;Dy_auto,
18;1.47;0.0207;0.0141;0.49;0.677;Dy_auto,
19;1;0.0139;0.0139;0.334;0.455;Dy_auto,
20;0.681;0.0096;0.0141;0.227;0.315;Dy_auto,
21;0.464;0.00601;0.013;0.155;0.197;Dy_auto,
22;0.316;0.00396;0.0125;0.106;0.13;Dy_auto,
23;0.215;0.00291;0.0135;0.0719;0.0953;Dy_auto,
24;0.147;0.00182;0.0124;0.049;0.0596;Dy_auto,
25;0.1;0.000988;0.00988;0.0334;0.0324;Dy_auto,
26;0.0681;0.000661;0.0097;0.0227;0.0217;Dy_auto,
27;0.0464;0.000429;0.00924;0.0155;0.0141;Dy_auto,
28;0.0316;-0.0000295;-0.000933;0.0106;-0.000967;M- ,Dy_
29;0.0216;-0.000469;-0.0218;0.00719;-0.0154;Dy_auto,
30;0.0147;-0.000911;-0.0621;0.0049;-0.0299;Dy_auto,
31;0.01;-0.000815;-0.0815;0.00334;-0.0267;Dy_auto,
