Name:;;;20230526_P40_1 6,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 22:36  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;31,
,
Time Setting:;;;31 Meas. Pts.,
;;;Meas. Pt. Duration 70 ... 5 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;0.01;-0.000107;-0.0107;0.00334;-0.00349;M- ,Dy_
2;0.0147;-0.00054;-0.0368;0.0049;-0.0177;Dy_auto,
3;0.0215;0.000271;0.0126;0.00719;0.00889;M- ,Dy_
4;0.0316;0.000671;0.0212;0.0106;0.022;Dy_auto,
5;0.0464;-0.00000971;-0.000209;0.0155;-0.000318;M- ,Dy_
6;0.0681;0.000855;0.0126;0.0227;0.028;Dy_auto,
7;0.1;0.00139;0.0139;0.0334;0.0457;Dy_auto,
8;0.147;0.00177;0.0121;0.049;0.0581;Dy_auto,
9;0.215;0.00286;0.0133;0.0719;0.0936;Dy_auto,
10;0.316;0.00445;0.0141;0.106;0.146;Dy_auto,
11;0.464;0.00687;0.0148;0.155;0.225;Dy_auto,
12;0.681;0.00964;0.0141;0.227;0.316;Dy_auto,
13;1;0.0143;0.0143;0.334;0.469;Dy_auto,
14;1.47;0.0201;0.0137;0.49;0.658;Dy_auto,
15;2.15;0.0287;0.0133;0.719;0.941;Dy_auto,
16;3.16;0.0427;0.0135;1.06;1.4;Dy_auto,
17;4.64;0.0614;0.0132;1.55;2.01;Dy_auto,
18;6.81;0.0884;0.013;2.27;2.9;Dy_auto,
19;10;0.125;0.0125;3.34;4.1;Dy_auto,
20;14.7;0.177;0.0121;4.9;5.81;Dy_auto,
21;21.5;0.249;0.0115;7.19;8.15;Dy_auto,
22;31.6;0.346;0.0109;10.6;11.3;Dy_auto,
23;46.4;0.475;0.0102;15.5;15.6;Dy_auto,
24;68.1;0.65;0.00955;22.7;21.3;Dy_auto,
25;100;0.884;0.00884;33.4;29;Dy_auto,
26;147;1.2;0.00818;49;39.3;Dy_auto,
27;215;1.62;0.00752;71.9;53.1;Dy_auto,
28;316;2.19;0.00691;106;71.6;Dy_auto,
29;464;2.95;0.00637;155;96.8;Dy_auto,
30;681;4;0.00587;227;131;Dy_auto,
31;1000;5.47;0.00547;334;179;Dy_auto,
,
